TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,CAR_TT,CAR_CO,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,SM_SEATS
58.0,13.0,30.0,42.0,16.0,30.0,70.0,60.0,2.0,9.0,12.0,21.0,25.0,30.0,34.0,39.0,40.0,59.0,77.0,81.0
120.0,43.0,60.0,62.0,46.0,20.0,80.0,44.0,3.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,57.0,61.0,81.0
112.0,71.0,30.0,60.0,81.0,30.0,117.0,52.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
97.0,31.0,30.0,46.0,36.0,10.0,104.0,52.0,0.0,9.0,11.0,21.0,24.0,30.0,34.0,38.0,40.0,43.0,77.0,81.0
132.0,3780.0,120.0,74.0,6720.0,10.0,90.0,52.0,0.0,10.0,16.0,22.0,25.0,30.0,34.0,38.0,41.0,42.0,61.0,81.0
125.0,96.0,120.0,49.0,106.0,20.0,156.0,70.0,2.0,9.0,13.0,20.0,24.0,28.0,34.0,35.0,40.0,43.0,79.0,81.0
66.0,201.0,30.0,33.0,357.0,20.0,52.0,30.0,1.0,9.0,18.0,22.0,25.0,28.0,34.0,38.0,40.0,59.0,77.0,81.0
227.0,119.0,30.0,127.0,155.0,20.0,190.0,182.0,2.0,10.0,11.0,23.0,25.0,29.0,34.0,37.0,40.0,57.0,60.0,81.0
236.0,40.0,60.0,152.0,45.0,20.0,120.0,104.0,3.0,9.0,11.0,21.0,25.0,28.0,34.0,39.0,40.0,43.0,77.0,81.0
182.0,111.0,60.0,63.0,156.0,30.0,152.0,182.0,3.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
193.0,211.0,30.0,56.0,237.0,30.0,136.0,136.0,2.0,10.0,13.0,23.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
145.0,196.0,30.0,123.0,261.0,20.0,90.0,65.0,2.0,10.0,18.0,21.0,24.0,30.0,33.0,37.0,40.0,59.0,77.0,82.0
213.0,75.0,60.0,94.0,108.0,10.0,325.0,266.0,0.0,10.0,15.0,22.0,25.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
54.0,1665.0,30.0,21.0,2960.0,20.0,78.0,30.0,1.0,9.0,17.0,21.0,25.0,27.0,34.0,37.0,41.0,57.0,79.0,81.0
240.0,58.0,30.0,111.0,72.0,30.0,230.0,140.0,1.0,9.0,11.0,21.0,24.0,30.0,34.0,37.0,40.0,57.0,72.0,81.0
184.0,55.0,30.0,142.0,57.0,10.0,143.0,97.0,3.0,9.0,11.0,21.0,24.0,31.0,34.0,36.0,40.0,43.0,69.0,81.0
100.0,53.0,120.0,50.0,60.0,20.0,70.0,52.0,2.0,10.0,11.0,21.0,24.0,31.0,34.0,38.0,40.0,57.0,61.0,81.0
129.0,68.0,60.0,72.0,76.0,20.0,143.0,75.0,0.0,10.0,11.0,22.0,24.0,29.0,34.0,37.0,40.0,59.0,61.0,81.0
87.0,2600.0,60.0,43.0,3120.0,20.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,34.0,36.0,41.0,43.0,77.0,82.0
169.0,114.0,30.0,118.0,139.0,20.0,0.0,0.0,2.0,9.0,13.0,21.0,25.0,27.0,33.0,39.0,40.0,42.0,61.0,82.0
94.0,62.0,60.0,36.0,71.0,20.0,56.0,36.0,0.0,9.0,13.0,22.0,24.0,31.0,34.0,38.0,40.0,57.0,61.0,81.0
126.0,2340.0,30.0,87.0,3380.0,30.0,80.0,160.0,0.0,9.0,16.0,23.0,26.0,28.0,34.0,38.0,41.0,42.0,61.0,81.0
162.0,38.0,30.0,136.0,42.0,30.0,0.0,0.0,6.0,9.0,11.0,22.0,26.0,27.0,34.0,39.0,40.0,58.0,79.0,82.0
126.0,3780.0,120.0,63.0,5460.0,20.0,80.0,120.0,0.0,10.0,16.0,22.0,25.0,29.0,34.0,38.0,41.0,54.0,72.0,82.0
203.0,89.0,60.0,120.0,105.0,30.0,130.0,48.0,3.0,10.0,11.0,21.0,24.0,30.0,34.0,37.0,40.0,42.0,61.0,81.0
249.0,58.0,120.0,149.0,66.0,30.0,144.0,130.0,0.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,57.0,69.0,81.0
85.0,72.0,60.0,37.0,84.0,10.0,90.0,56.0,2.0,10.0,11.0,23.0,25.0,29.0,34.0,38.0,40.0,42.0,61.0,81.0
183.0,136.0,120.0,113.0,153.0,30.0,88.0,104.0,2.0,10.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,59.0,61.0,81.0
237.0,225.0,30.0,95.0,322.0,20.0,192.0,136.0,2.0,10.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,72.0,81.0
146.0,96.0,30.0,49.0,106.0,30.0,88.0,84.0,3.0,9.0,13.0,21.0,24.0,28.0,33.0,37.0,40.0,59.0,61.0,81.0
129.0,121.0,120.0,78.0,153.0,20.0,90.0,78.0,0.0,10.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
246.0,50.0,30.0,132.0,65.0,30.0,234.0,84.0,2.0,9.0,15.0,21.0,25.0,28.0,33.0,39.0,40.0,42.0,77.0,82.0
54.0,268.0,30.0,31.0,268.0,10.0,117.0,45.0,1.0,9.0,18.0,21.0,25.0,28.0,33.0,38.0,40.0,57.0,79.0,81.0
106.0,61.0,60.0,59.0,84.0,30.0,72.0,78.0,2.0,10.0,11.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
240.0,108.0,120.0,83.0,118.0,30.0,160.0,105.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,43.0,72.0,81.0
194.0,76.0,60.0,108.0,88.0,20.0,140.0,130.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,39.0,40.0,53.0,61.0,81.0
142.0,77.0,60.0,105.0,103.0,30.0,88.0,84.0,2.0,9.0,13.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
103.0,25.0,60.0,31.0,32.0,10.0,56.0,40.0,2.0,9.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,57.0,61.0,81.0
300.0,62.0,60.0,194.0,80.0,30.0,200.0,125.0,0.0,9.0,11.0,22.0,24.0,28.0,33.0,36.0,40.0,57.0,72.0,81.0
90.0,35.0,120.0,39.0,43.0,20.0,60.0,65.0,4.0,9.0,11.0,23.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,81.0
181.0,54.0,120.0,142.0,64.0,10.0,88.0,60.0,2.0,9.0,11.0,21.0,25.0,29.0,34.0,36.0,40.0,52.0,61.0,81.0
281.0,45.0,30.0,101.0,80.0,20.0,0.0,0.0,0.0,9.0,15.0,23.0,25.0,28.0,34.0,39.0,40.0,47.0,79.0,81.0
120.0,96.0,120.0,65.0,106.0,20.0,130.0,60.0,0.0,9.0,13.0,21.0,24.0,29.0,34.0,37.0,40.0,43.0,74.0,81.0
205.0,88.0,30.0,114.0,122.0,20.0,120.0,72.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,61.0,81.0
184.0,68.0,30.0,84.0,88.0,20.0,190.0,123.0,2.0,9.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,57.0,60.0,82.0
206.0,17.0,120.0,133.0,25.0,20.0,104.0,64.0,1.0,10.0,16.0,21.0,25.0,29.0,34.0,38.0,40.0,47.0,65.0,81.0
138.0,142.0,30.0,66.0,155.0,10.0,90.0,44.0,2.0,10.0,13.0,22.0,24.0,28.0,34.0,37.0,40.0,47.0,61.0,81.0
92.0,60.0,30.0,44.0,84.0,20.0,64.0,40.0,1.0,10.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,42.0,61.0,81.0
87.0,3120.0,60.0,39.0,3380.0,10.0,80.0,40.0,2.0,9.0,16.0,21.0,25.0,29.0,33.0,39.0,41.0,43.0,60.0,82.0
61.0,19.0,60.0,40.0,25.0,10.0,0.0,0.0,2.0,9.0,11.0,21.0,26.0,30.0,34.0,36.0,40.0,59.0,77.0,82.0
66.0,268.0,30.0,35.0,290.0,30.0,32.0,39.0,1.0,9.0,18.0,22.0,25.0,28.0,34.0,38.0,40.0,59.0,77.0,81.0
70.0,62.0,60.0,53.0,71.0,10.0,70.0,32.0,3.0,9.0,13.0,21.0,25.0,31.0,34.0,36.0,40.0,59.0,77.0,81.0
127.0,64.0,120.0,75.0,84.0,10.0,100.0,115.0,0.0,10.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,42.0,61.0,81.0
138.0,40.0,60.0,83.0,52.0,30.0,120.0,60.0,1.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,42.0,61.0,81.0
212.0,92.0,60.0,130.0,105.0,20.0,234.0,105.0,0.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
174.0,4200.0,30.0,76.0,6720.0,20.0,0.0,0.0,2.0,10.0,16.0,23.0,25.0,31.0,34.0,38.0,41.0,43.0,72.0,81.0
112.0,34.0,60.0,66.0,43.0,30.0,72.0,71.0,3.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,57.0,61.0,81.0
195.0,109.0,120.0,123.0,114.0,30.0,110.0,70.0,3.0,9.0,13.0,21.0,24.0,29.0,33.0,37.0,40.0,47.0,65.0,81.0
182.0,105.0,60.0,81.0,118.0,20.0,273.0,165.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
199.0,38.0,60.0,148.0,43.0,10.0,156.0,104.0,3.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,43.0,77.0,81.0
255.0,49.0,30.0,95.0,66.0,20.0,208.0,110.0,2.0,9.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,72.0,81.0
294.0,50.0,60.0,180.0,62.0,20.0,170.0,130.0,2.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,55.0,65.0,81.0
69.0,221.0,30.0,32.0,394.0,20.0,78.0,40.0,1.0,9.0,18.0,23.0,25.0,28.0,33.0,37.0,40.0,57.0,79.0,81.0
236.0,3120.0,120.0,63.0,3120.0,30.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,28.0,34.0,37.0,41.0,59.0,60.0,82.0
61.0,157.0,120.0,32.0,226.0,20.0,0.0,0.0,0.0,10.0,18.0,22.0,25.0,29.0,33.0,37.0,40.0,59.0,77.0,82.0
106.0,70.0,60.0,34.0,86.0,10.0,72.0,55.0,0.0,9.0,13.0,21.0,24.0,30.0,34.0,37.0,40.0,43.0,60.0,81.0
131.0,50.0,120.0,88.0,54.0,20.0,143.0,70.0,2.0,9.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,42.0,65.0,81.0
116.0,4200.0,30.0,60.0,5460.0,30.0,91.0,36.0,0.0,10.0,16.0,23.0,25.0,29.0,34.0,38.0,41.0,42.0,72.0,82.0
151.0,91.0,60.0,118.0,98.0,20.0,169.0,85.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,36.0,40.0,52.0,67.0,81.0
111.0,3780.0,60.0,39.0,5040.0,20.0,75.0,32.0,0.0,10.0,16.0,23.0,25.0,30.0,34.0,39.0,41.0,43.0,60.0,81.0
172.0,81.0,30.0,116.0,88.0,30.0,273.0,88.0,0.0,10.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,43.0,72.0,82.0
192.0,119.0,120.0,109.0,144.0,20.0,169.0,70.0,2.0,9.0,13.0,21.0,25.0,29.0,33.0,37.0,40.0,51.0,61.0,81.0
105.0,23.0,60.0,54.0,31.0,10.0,91.0,58.0,0.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,57.0,61.0,81.0
152.0,3780.0,60.0,77.0,5040.0,20.0,90.0,84.0,0.0,10.0,16.0,22.0,25.0,30.0,34.0,38.0,41.0,42.0,61.0,81.0
115.0,74.0,60.0,77.0,81.0,20.0,143.0,65.0,2.0,10.0,11.0,22.0,25.0,30.0,34.0,37.0,40.0,43.0,60.0,81.0
64.0,201.0,60.0,33.0,268.0,20.0,90.0,45.0,1.0,9.0,18.0,21.0,25.0,28.0,33.0,38.0,40.0,57.0,79.0,81.0
299.0,110.0,60.0,153.0,155.0,30.0,232.0,195.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,55.0,78.0,81.0
124.0,135.0,60.0,52.0,180.0,20.0,60.0,52.0,1.0,9.0,19.0,21.0,25.0,28.0,33.0,37.0,40.0,42.0,72.0,81.0
162.0,194.0,120.0,113.0,210.0,20.0,182.0,85.0,2.0,10.0,13.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,77.0,81.0
171.0,113.0,30.0,75.0,122.0,10.0,221.0,169.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
71.0,1850.0,60.0,52.0,2220.0,20.0,0.0,0.0,1.0,9.0,17.0,21.0,25.0,27.0,34.0,37.0,41.0,57.0,79.0,82.0
85.0,2610.0,120.0,37.0,3480.0,30.0,0.0,0.0,2.0,10.0,17.0,21.0,25.0,31.0,33.0,36.0,41.0,42.0,61.0,81.0
257.0,110.0,30.0,109.0,137.0,30.0,270.0,165.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,59.0,72.0,81.0
296.0,294.0,30.0,122.0,414.0,20.0,250.0,208.0,2.0,10.0,13.0,22.0,25.0,30.0,34.0,38.0,40.0,51.0,79.0,81.0
119.0,2600.0,120.0,91.0,4160.0,10.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,27.0,33.0,36.0,41.0,59.0,65.0,82.0
249.0,101.0,60.0,135.0,146.0,30.0,168.0,208.0,1.0,10.0,11.0,23.0,25.0,29.0,34.0,37.0,40.0,52.0,79.0,81.0
146.0,36.0,60.0,49.0,42.0,20.0,110.0,110.0,3.0,9.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,59.0,61.0,81.0
146.0,85.0,120.0,91.0,92.0,20.0,143.0,65.0,2.0,10.0,11.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
245.0,83.0,120.0,113.0,105.0,20.0,128.0,88.0,2.0,10.0,11.0,22.0,24.0,30.0,34.0,38.0,40.0,42.0,77.0,81.0
182.0,176.0,30.0,141.0,194.0,20.0,120.0,104.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,66.0,81.0
165.0,136.0,60.0,110.0,167.0,30.0,120.0,75.0,2.0,10.0,13.0,22.0,24.0,28.0,34.0,38.0,40.0,57.0,66.0,81.0
229.0,252.0,60.0,92.0,274.0,20.0,176.0,120.0,2.0,10.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,42.0,79.0,81.0
137.0,5040.0,120.0,63.0,5040.0,30.0,0.0,0.0,2.0,10.0,16.0,21.0,25.0,31.0,33.0,36.0,41.0,42.0,70.0,82.0
85.0,84.0,120.0,41.0,111.0,10.0,88.0,60.0,2.0,9.0,13.0,21.0,24.0,28.0,34.0,36.0,40.0,43.0,60.0,81.0
137.0,23.0,120.0,101.0,26.0,20.0,56.0,36.0,3.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,59.0,77.0,81.0
212.0,44.0,30.0,139.0,56.0,20.0,234.0,95.0,2.0,9.0,11.0,22.0,24.0,29.0,34.0,37.0,40.0,57.0,60.0,81.0
317.0,58.0,60.0,99.0,70.0,20.0,230.0,182.0,1.0,9.0,11.0,21.0,24.0,30.0,34.0,37.0,40.0,57.0,72.0,81.0
177.0,76.0,120.0,58.0,109.0,10.0,110.0,76.0,0.0,10.0,11.0,22.0,25.0,29.0,33.0,38.0,40.0,52.0,61.0,81.0
95.0,5040.0,120.0,42.0,5460.0,20.0,78.0,70.0,1.0,10.0,16.0,23.0,25.0,28.0,34.0,37.0,41.0,42.0,72.0,81.0
54.0,315.0,30.0,30.0,420.0,10.0,40.0,25.0,1.0,10.0,18.0,22.0,25.0,28.0,34.0,37.0,40.0,57.0,79.0,82.0
191.0,176.0,60.0,141.0,194.0,20.0,221.0,125.0,2.0,10.0,13.0,22.0,24.0,30.0,34.0,37.0,40.0,59.0,62.0,81.0
148.0,3120.0,30.0,71.0,3380.0,30.0,0.0,0.0,0.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,42.0,72.0,81.0
53.0,44.0,60.0,24.0,63.0,30.0,0.0,0.0,2.0,9.0,13.0,21.0,26.0,27.0,34.0,36.0,40.0,57.0,79.0,81.0
51.0,174.0,60.0,32.0,209.0,20.0,0.0,0.0,0.0,10.0,18.0,22.0,25.0,29.0,33.0,37.0,40.0,59.0,77.0,82.0
92.0,54.0,60.0,41.0,68.0,10.0,117.0,78.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
262.0,130.0,30.0,171.0,156.0,30.0,240.0,150.0,3.0,9.0,13.0,21.0,25.0,30.0,34.0,37.0,40.0,55.0,79.0,81.0
97.0,218.0,120.0,36.0,349.0,10.0,65.0,45.0,0.0,9.0,18.0,21.0,25.0,28.0,33.0,39.0,40.0,52.0,60.0,82.0
154.0,60.0,120.0,77.0,76.0,10.0,130.0,84.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,66.0,81.0
189.0,136.0,30.0,114.0,147.0,10.0,120.0,60.0,2.0,10.0,13.0,22.0,24.0,28.0,34.0,38.0,40.0,57.0,66.0,81.0
99.0,3120.0,60.0,41.0,3120.0,20.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,60.0,81.0
170.0,67.0,60.0,80.0,74.0,10.0,170.0,80.0,1.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,42.0,77.0,81.0
168.0,61.0,120.0,72.0,76.0,20.0,88.0,60.0,0.0,10.0,11.0,22.0,24.0,29.0,34.0,37.0,40.0,59.0,61.0,81.0
182.0,56.0,30.0,81.0,66.0,30.0,210.0,145.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,59.0,60.0,81.0
64.0,3120.0,120.0,40.0,3380.0,20.0,0.0,0.0,0.0,9.0,16.0,21.0,24.0,28.0,33.0,39.0,41.0,59.0,77.0,81.0
341.0,2600.0,60.0,149.0,3380.0,10.0,216.0,95.0,2.0,9.0,16.0,21.0,26.0,31.0,33.0,39.0,41.0,59.0,60.0,81.0
292.0,98.0,120.0,92.0,122.0,20.0,160.0,108.0,2.0,10.0,11.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,72.0,81.0
175.0,41.0,120.0,102.0,53.0,20.0,48.0,28.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,72.0,82.0
120.0,80.0,120.0,51.0,103.0,10.0,143.0,84.0,2.0,9.0,13.0,20.0,24.0,29.0,34.0,35.0,40.0,43.0,60.0,81.0
273.0,74.0,60.0,219.0,74.0,20.0,128.0,92.0,3.0,9.0,11.0,21.0,24.0,30.0,34.0,37.0,40.0,52.0,78.0,81.0
326.0,110.0,30.0,106.0,165.0,20.0,338.0,120.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,79.0,81.0
131.0,38.0,30.0,60.0,43.0,10.0,90.0,40.0,2.0,9.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,81.0
164.0,211.0,30.0,64.0,281.0,20.0,170.0,123.0,2.0,10.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,42.0,77.0,81.0
143.0,42.0,60.0,67.0,49.0,10.0,80.0,60.0,0.0,9.0,11.0,21.0,25.0,29.0,33.0,37.0,40.0,42.0,61.0,81.0
152.0,200.0,120.0,96.0,355.0,10.0,0.0,0.0,2.0,10.0,19.0,21.0,25.0,30.0,33.0,38.0,40.0,42.0,75.0,81.0
90.0,48.0,120.0,89.0,51.0,10.0,96.0,50.0,0.0,10.0,12.0,22.0,26.0,28.0,34.0,37.0,40.0,48.0,79.0,81.0
151.0,103.0,60.0,88.0,111.0,10.0,130.0,80.0,2.0,9.0,13.0,22.0,25.0,28.0,33.0,36.0,40.0,43.0,79.0,81.0
315.0,110.0,60.0,160.0,133.0,10.0,286.0,188.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,52.0,77.0,81.0
45.0,174.0,120.0,23.0,209.0,30.0,32.0,109.0,1.0,10.0,19.0,23.0,25.0,31.0,34.0,38.0,40.0,57.0,79.0,81.0
163.0,1665.0,60.0,88.0,2220.0,20.0,0.0,0.0,6.0,9.0,17.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,60.0,81.0
178.0,12.0,120.0,127.0,14.0,30.0,104.0,123.0,3.0,9.0,16.0,21.0,24.0,30.0,34.0,37.0,40.0,57.0,62.0,81.0
130.0,1665.0,30.0,55.0,2960.0,20.0,0.0,0.0,2.0,9.0,17.0,21.0,25.0,31.0,33.0,36.0,41.0,52.0,60.0,81.0
116.0,64.0,120.0,79.0,74.0,30.0,156.0,60.0,2.0,10.0,11.0,22.0,24.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
173.0,45.0,60.0,101.0,50.0,10.0,0.0,0.0,1.0,9.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,42.0,65.0,81.0
128.0,142.0,60.0,50.0,167.0,10.0,80.0,65.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
375.0,156.0,120.0,126.0,215.0,10.0,377.0,279.0,1.0,9.0,13.0,23.0,25.0,28.0,34.0,37.0,40.0,59.0,72.0,81.0
92.0,122.0,30.0,51.0,147.0,30.0,90.0,60.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,42.0,61.0,81.0
140.0,43.0,30.0,84.0,50.0,30.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,27.0,34.0,36.0,40.0,59.0,61.0,81.0
206.0,83.0,120.0,73.0,105.0,20.0,120.0,80.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
229.0,70.0,60.0,153.0,74.0,20.0,273.0,135.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,53.0,77.0,81.0
102.0,21.0,60.0,54.0,28.0,30.0,72.0,32.0,0.0,9.0,12.0,21.0,24.0,27.0,34.0,37.0,40.0,42.0,61.0,82.0
112.0,36.0,120.0,60.0,49.0,10.0,90.0,52.0,0.0,9.0,11.0,21.0,24.0,29.0,33.0,37.0,40.0,43.0,60.0,81.0
182.0,105.0,120.0,63.0,122.0,20.0,190.0,169.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,79.0,81.0
106.0,35.0,120.0,37.0,49.0,10.0,104.0,58.0,2.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
353.0,3120.0,120.0,292.0,4160.0,10.0,168.0,130.0,2.0,9.0,16.0,21.0,25.0,30.0,33.0,36.0,41.0,57.0,76.0,81.0
76.0,2220.0,60.0,30.0,2405.0,10.0,0.0,0.0,0.0,9.0,17.0,21.0,25.0,28.0,33.0,37.0,41.0,52.0,60.0,82.0
117.0,36.0,60.0,62.0,50.0,30.0,0.0,0.0,0.0,9.0,11.0,22.0,25.0,29.0,33.0,37.0,40.0,42.0,61.0,81.0
162.0,38.0,60.0,138.0,45.0,30.0,0.0,0.0,6.0,9.0,11.0,22.0,26.0,27.0,34.0,39.0,40.0,58.0,79.0,81.0
111.0,42.0,120.0,39.0,46.0,30.0,60.0,50.0,4.0,9.0,11.0,23.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,82.0
159.0,90.0,120.0,108.0,95.0,30.0,112.0,110.0,3.0,9.0,13.0,21.0,25.0,30.0,34.0,37.0,40.0,57.0,67.0,81.0
68.0,10.0,120.0,42.0,14.0,10.0,50.0,19.0,1.0,9.0,12.0,22.0,25.0,27.0,34.0,36.0,40.0,59.0,77.0,81.0
150.0,52.0,120.0,50.0,62.0,20.0,170.0,162.0,2.0,9.0,11.0,22.0,25.0,28.0,34.0,38.0,40.0,57.0,60.0,81.0
139.0,46.0,60.0,102.0,54.0,20.0,78.0,35.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,72.0,82.0
102.0,109.0,30.0,83.0,121.0,10.0,91.0,65.0,1.0,10.0,13.0,21.0,24.0,30.0,33.0,39.0,40.0,59.0,65.0,81.0
106.0,119.0,30.0,41.0,142.0,10.0,90.0,40.0,2.0,10.0,13.0,23.0,25.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
217.0,150.0,120.0,150.0,176.0,20.0,144.0,92.0,2.0,10.0,13.0,22.0,25.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
144.0,50.0,120.0,89.0,54.0,20.0,143.0,70.0,3.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,42.0,61.0,81.0
336.0,122.0,60.0,84.0,150.0,10.0,216.0,190.0,2.0,10.0,11.0,21.0,24.0,31.0,34.0,38.0,40.0,59.0,72.0,81.0
161.0,86.0,120.0,110.0,91.0,30.0,112.0,123.0,0.0,9.0,13.0,21.0,25.0,29.0,34.0,37.0,40.0,57.0,62.0,81.0
117.0,2600.0,120.0,66.0,3120.0,30.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,27.0,33.0,36.0,41.0,47.0,61.0,81.0
237.0,49.0,60.0,91.0,57.0,20.0,170.0,123.0,2.0,9.0,11.0,22.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
233.0,87.0,60.0,86.0,99.0,20.0,180.0,149.0,2.0,10.0,11.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
200.0,85.0,120.0,86.0,118.0,10.0,160.0,96.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
788.0,114.0,120.0,785.0,128.0,20.0,200.0,169.0,0.0,9.0,13.0,23.0,24.0,30.0,34.0,37.0,40.0,59.0,74.0,81.0
340.0,329.0,30.0,240.0,393.0,20.0,250.0,182.0,2.0,10.0,13.0,23.0,25.0,29.0,34.0,37.0,40.0,56.0,77.0,81.0
235.0,103.0,60.0,185.0,114.0,20.0,221.0,100.0,3.0,9.0,13.0,21.0,24.0,30.0,34.0,38.0,40.0,59.0,62.0,81.0
95.0,37.0,120.0,54.0,48.0,10.0,72.0,50.0,2.0,9.0,11.0,20.0,24.0,29.0,33.0,35.0,40.0,43.0,77.0,81.0
193.0,176.0,120.0,56.0,245.0,10.0,260.0,169.0,2.0,10.0,13.0,21.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
90.0,5040.0,30.0,41.0,5040.0,10.0,0.0,0.0,0.0,10.0,16.0,21.0,25.0,30.0,34.0,36.0,41.0,42.0,72.0,81.0
111.0,74.0,30.0,48.0,89.0,10.0,0.0,0.0,2.0,10.0,13.0,21.0,24.0,28.0,33.0,37.0,40.0,52.0,60.0,81.0
199.0,116.0,120.0,116.0,150.0,10.0,144.0,115.0,0.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
125.0,131.0,120.0,44.0,155.0,10.0,220.0,104.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,43.0,79.0,81.0
122.0,3780.0,30.0,81.0,5460.0,30.0,90.0,65.0,0.0,10.0,16.0,22.0,25.0,30.0,34.0,38.0,41.0,42.0,61.0,81.0
